Ville,Categorie,Difference de salaire (%)
Saint-Laurent-du-Var,Employé,4.42
Saint-Laurent-du-Var,Ouvrier,8.84
Saint-Martin-du-Var,Cadre,14.03
Saint-Martin-du-Var,Profession,5.44
Saint-Martin-du-Var,Employé,6.42
Saint-Martin-du-Var,Ouvrier,7.08
Saint-Paul-de-Vence,Cadre,25.34
Saint-Paul-de-Vence,Profession,35.25
Saint-Paul-de-Vence,Employé,3.14
Saint-Paul-de-Vence,Ouvrier,4.46
Saint-Vallier-de-Thiey,Cadre,14.23
Saint-Vallier-de-Thiey,Profession,3.65
Saint-Vallier-de-Thiey,Employé,6.48
Saint-Vallier-de-Thiey,Ouvrier,6.61
Sospel,Cadre,7.78
Sospel,Profession,8.97
Sospel,Employé,2.49
Sospel,Ouvrier,12.24
Le Tignet,Cadre,20.0
Le Tignet,Profession,4.58
Le Tignet,Employé,4.11
Le Tignet,Ouvrier,3.93
Tourrette-Levens,Cadre,5.6
Tourrette-Levens,Profession,11.84
Tourrette-Levens,Employé,7.21
Tourrette-Levens,Ouvrier,5.36
Tourrettes-sur-Loup,Cadre,16.78
Tourrettes-sur-Loup,Profession,3.52
Tourrettes-sur-Loup,Employé,5.45
Tourrettes-sur-Loup,Ouvrier,5.83
La Trinité,Cadre,10.38
La Trinité,Profession,5.67
La Trinité,Employé,2.3
La Trinité,Ouvrier,10.9
La Turbie,Cadre,24.95
La Turbie,Profession,44.58
La Turbie,Employé,5.26
La Turbie,Ouvrier,1.4
Valbonne,Cadre,15.43
Valbonne,Profession,5.62
Valbonne,Employé,.9
Valbonne,Ouvrier,5.56
Vallauris,Cadre,10.57
Vallauris,Profession,7.32
Vallauris,Employé,3.29
Vallauris,Ouvrier,8.37
Vence,Cadre,14.81
Vence,Profession,4.95
Vence,Employé,1.41
Vence,Ouvrier,8.57
Villefranche-sur-Mer,Cadre,1.2
Villefranche-sur-Mer,Profession,9.49
Villefranche-sur-Mer,Employé,.44
Villefranche-sur-Mer,Ouvrier,12.62
Villeneuve-Loubet,Cadre,12.24
Villeneuve-Loubet,Profession,9.49
Villeneuve-Loubet,Employé,4.07
Villeneuve-Loubet,Ouvrier,8.13
Tende,Cadre,3.69
Tende,Profession,6.87
Tende,Employé,6.59
Tende,Ouvrier,15.29
Annonay,Cadre,11.91
Annonay,Profession,6.62
Annonay,Employé,3.41
Annonay,Ouvrier,8.74
Aubenas,Cadre,4.58
Aubenas,Profession,3.1
Aubenas,Employé,.0
Aubenas,Ouvrier,4.17
Boulieu-lès-Annonay,Cadre,16.11
Boulieu-lès-Annonay,Profession,4.35
Boulieu-lès-Annonay,Employé,.48
Boulieu-lès-Annonay,Ouvrier,4.11
Bourg-Saint-Andéol,Cadre,9.41
Bourg-Saint-Andéol,Profession,15.54
Bourg-Saint-Andéol,Employé,3.96
Bourg-Saint-Andéol,Ouvrier,6.73
Charmes-sur-Rhône,Cadre,10.27
Charmes-sur-Rhône,Profession,5.96
Charmes-sur-Rhône,Employé,11.79
Charmes-sur-Rhône,Ouvrier,6.48
Le Cheylard,Cadre,12.68
Le Cheylard,Profession,9.29
Le Cheylard,Employé,2.51
Le Cheylard,Ouvrier,6.1
Chomérac,Cadre,17.39
Chomérac,Profession,9.97
Chomérac,Employé,2.39
Chomérac,Ouvrier,8.82
Cornas,Cadre,9.23
Cornas,Profession,1.83
Cornas,Employé,6.42
Cornas,Ouvrier,5.21
Cruas,Cadre,13.88
Cruas,Profession,16.97
Cruas,Employé,11.85
Cruas,Ouvrier,11.11
Davézieux,Cadre,5.75
Davézieux,Profession,8.07
Davézieux,Employé,.47
Davézieux,Ouvrier,4.93
Guilherand-Granges,Cadre,12.07
Guilherand-Granges,Profession,6.52
Guilherand-Granges,Employé,4.63
Guilherand-Granges,Ouvrier,7.39
Lablachère,Cadre,1.77
Lablachère,Profession,10.27
Lablachère,Employé,2.51
Lablachère,Ouvrier,9.26
Lamastre,Cadre,22.46
Lamastre,Profession,12.17
Lamastre,Employé,2.04
Lamastre,Ouvrier,7.77
Lavilledieu,Cadre,10.02
Lavilledieu,Profession,5.3
Lavilledieu,Employé,1.52
Lavilledieu,Ouvrier,1.42
Peaugres,Cadre,19.02
Peaugres,Profession,15.79
Peaugres,Employé,11.79
Peaugres,Ouvrier,7.21
Le Pouzin,Cadre,.44
Le Pouzin,Profession,8.33
Le Pouzin,Employé,3.48
Le Pouzin,Ouvrier,4.43
Privas,Cadre,8.89
Privas,Profession,4.0
Privas,Employé,.5
Privas,Ouvrier,7.94
Rochemaure,Cadre,18.3
Rochemaure,Profession,12.0
Rochemaure,Employé,5.1
Rochemaure,Ouvrier,6.1
Roiffieux,Cadre,8.92
Roiffieux,Profession,6.71
Roiffieux,Employé,6.67
Roiffieux,Ouvrier,8.91
Ruoms,Cadre,7.54
Ruoms,Profession,5.19
Ruoms,Employé,.54
Ruoms,Ouvrier,20.0
Saint-Agrève,Cadre,20.71
Saint-Agrève,Profession,11.54
Saint-Agrève,Employé,2.04
Saint-Agrève,Ouvrier,6.93
Saint-Étienne-de-Fontbellon,Cadre,25.11
Saint-Étienne-de-Fontbellon,Profession,2.6
Saint-Étienne-de-Fontbellon,Employé,2.02
Saint-Étienne-de-Fontbellon,Ouvrier,2.37
Saint-Georges-les-Bains,Cadre,14.88
Saint-Georges-les-Bains,Profession,7.97
Saint-Georges-les-Bains,Employé,8.37
Saint-Georges-les-Bains,Ouvrier,9.0
Saint-Jean-de-Muzols,Cadre,13.62
Saint-Jean-de-Muzols,Profession,6.23
Saint-Jean-de-Muzols,Employé,10.38
Saint-Jean-de-Muzols,Ouvrier,.44
Saint-Marcel-d'Ardèche,Cadre,14.94
Saint-Marcel-d'Ardèche,Profession,13.62
Saint-Marcel-d'Ardèche,Employé,13.39
Saint-Marcel-d'Ardèche,Ouvrier,4.98
Saint-Péray,Cadre,8.59
Saint-Péray,Profession,7.09
Saint-Péray,Employé,8.77
Saint-Péray,Ouvrier,10.24
Sarras,Cadre,7.02
Sarras,Profession,6.72
Sarras,Employé,8.26
Sarras,Ouvrier,2.22
Soyons,Cadre,15.81
Soyons,Profession,10.95
Soyons,Employé,5.56
Soyons,Ouvrier,.44
Le Teil,Cadre,9.69
Le Teil,Profession,11.19
Le Teil,Employé,3.92
Le Teil,Ouvrier,8.82
Tournon-sur-Rhône,Cadre,12.15
Tournon-sur-Rhône,Profession,8.36
Tournon-sur-Rhône,Employé,2.44
Tournon-sur-Rhône,Ouvrier,3.85
Ucel,Cadre,14.86
Ucel,Profession,14.49
Ucel,Employé,3.92
Ucel,Ouvrier,7.0
Vallon-Pont-d'Arc,Cadre,22.42
Vallon-Pont-d'Arc,Profession,12.64
Vallon-Pont-d'Arc,Employé,1.55
Vallon-Pont-d'Arc,Ouvrier,6.0
Vals-les-Bains,Cadre,12.38
Vals-les-Bains,Profession,4.72
Vals-les-Bains,Employé,6.12
Vals-les-Bains,Ouvrier,5.64
Les Vans,Cadre,2.59
Les Vans,Profession,1.56
Les Vans,Employé,2.15
Les Vans,Ouvrier,2.46
Vernosc-lès-Annonay,Cadre,16.44
Vernosc-lès-Annonay,Profession,9.72
Vernosc-lès-Annonay,Employé,11.21
Vernosc-lès-Annonay,Ouvrier,6.36
Villeneuve-de-Berg,Cadre,18.82
Villeneuve-de-Berg,Profession,9.42
Villeneuve-de-Berg,Employé,3.92
Villeneuve-de-Berg,Ouvrier,4.95
Viviers,Cadre,12.59
Viviers,Profession,12.63
Viviers,Employé,4.48
Viviers,Ouvrier,4.81
La Voulte-sur-Rhône,Cadre,7.21
La Voulte-sur-Rhône,Profession,7.97
La Voulte-sur-Rhône,Employé,4.0
La Voulte-sur-Rhône,Ouvrier,7.69
Bazeilles,Cadre,5.82
Bazeilles,Profession,5.97
Bazeilles,Employé,4.39
Bazeilles,Ouvrier,7.02
Bogny-sur-Meuse,Cadre,13.25
Bogny-sur-Meuse,Profession,7.46
Bogny-sur-Meuse,Employé,3.45
Bogny-sur-Meuse,Ouvrier,1.36
Carignan,Cadre,5.34
Carignan,Profession,1.77
Carignan,Employé,3.03
Carignan,Ouvrier,5.02
Charleville-Mézières,Cadre,12.44
Charleville-Mézières,Profession,7.01
Charleville-Mézières,Employé,3.41
Charleville-Mézières,Ouvrier,6.28
Donchery,Cadre,8.05
Donchery,Profession,8.42
Donchery,Employé,5.0
Donchery,Ouvrier,4.11
Douzy,Cadre,11.19
Douzy,Profession,8.59
Douzy,Employé,.52
Douzy,Ouvrier,5.41
Floing,Cadre,3.39
Floing,Profession,3.91
Floing,Employé,5.83
Floing,Ouvrier,7.21
Fumay,Cadre,4.79
Fumay,Profession,12.31
Fumay,Employé,5.21
Fumay,Ouvrier,11.11
Givet,Cadre,18.93
Givet,Profession,11.53
Givet,Employé,7.92
Givet,Ouvrier,13.33
Monthermé,Cadre,3.94
Monthermé,Profession,10.73
Monthermé,Employé,3.88
Monthermé,Ouvrier,1.36
Mouzon,Cadre,7.18
Mouzon,Profession,16.43
Mouzon,Employé,6.0
Mouzon,Ouvrier,9.59
Nouvion-sur-Meuse,Cadre,17.4
Nouvion-sur-Meuse,Profession,11.9
Nouvion-sur-Meuse,Employé,2.49
Nouvion-sur-Meuse,Ouvrier,3.06
Nouzonville,Cadre,4.96
Nouzonville,Profession,6.77
Nouzonville,Employé,6.86
Nouzonville,Ouvrier,2.26
Rethel,Cadre,12.25
Rethel,Profession,6.06
Rethel,Employé,4.39
Rethel,Ouvrier,7.46
Revin,Cadre,11.32
Revin,Profession,9.68
Revin,Employé,.0
Revin,Ouvrier,5.71
Sedan,Cadre,7.77
Sedan,Profession,6.77
Sedan,Employé,5.0
Sedan,Ouvrier,6.73
Villers-Semeuse,Cadre,20.87
Villers-Semeuse,Profession,6.01
Villers-Semeuse,Employé,4.76
Villers-Semeuse,Ouvrier,5.31
Vivier-au-Court,Cadre,25.21
Vivier-au-Court,Profession,12.95
Vivier-au-Court,Employé,6.54
Vivier-au-Court,Ouvrier,5.66
Vouziers,Cadre,9.64
Vouziers,Profession,12.09
Vouziers,Employé,1.51
Vouziers,Ouvrier,6.12
Vrigne aux Bois,Cadre,21.6
Vrigne aux Bois,Profession,9.35
Vrigne aux Bois,Employé,4.35
Vrigne aux Bois,Ouvrier,4.04
Foix,Cadre,12.9
Foix,Profession,6.92
Foix,Employé,1.49
Foix,Ouvrier,8.08
Laroque-d'Olmes,Cadre,12.82
Laroque-d'Olmes,Profession,6.83
Laroque-d'Olmes,Employé,1.59
Laroque-d'Olmes,Ouvrier,12.5
Lavelanet,Cadre,13.14
Lavelanet,Profession,.78
Lavelanet,Employé,2.04
Lavelanet,Ouvrier,6.25
Lézat-sur-Lèze,Cadre,6.33
Lézat-sur-Lèze,Profession,4.48
Lézat-sur-Lèze,Employé,1.92
Lézat-sur-Lèze,Ouvrier,8.57
Mazères,Cadre,17.82
Mazères,Profession,8.61
Mazères,Employé,3.92
Mazères,Ouvrier,5.31
Mirepoix,Cadre,10.4
Mirepoix,Profession,4.18
Mirepoix,Employé,1.57
Mirepoix,Ouvrier,10.64
Pamiers,Cadre,18.03
Pamiers,Profession,6.51
Pamiers,Employé,1.55
Pamiers,Ouvrier,8.25
Saint-Girons,Cadre,18.14
Saint-Girons,Profession,10.34
Saint-Girons,Employé,1.54
Saint-Girons,Ouvrier,16.3
Saint-Jean-du-Falga,Cadre,.2
Saint-Jean-du-Falga,Profession,12.27
Saint-Jean-du-Falga,Employé,3.45
Saint-Jean-du-Falga,Ouvrier,12.82
Saverdun,Cadre,7.95
Saverdun,Profession,4.66
Saverdun,Employé,1.0
Saverdun,Ouvrier,8.65
Tarascon-sur-Ariège,Cadre,11.35
Tarascon-sur-Ariège,Profession,10.14
Tarascon-sur-Ariège,Employé,3.48
Tarascon-sur-Ariège,Ouvrier,12.38
La Tour-du-Crieu,Cadre,11.76
La Tour-du-Crieu,Profession,8.63
La Tour-du-Crieu,Employé,7.98
La Tour-du-Crieu,Ouvrier,8.13
Varilhes,Cadre,3.59
Varilhes,Profession,7.06
Varilhes,Employé,2.02
Varilhes,Ouvrier,7.46
Verniolle,Cadre,7.04
Verniolle,Profession,7.8
Verniolle,Employé,7.41
Verniolle,Ouvrier,1.4
Aix-Villemaur-Pâlis,Cadre,2.16
Aix-Villemaur-Pâlis,Profession,7.12
Aix-Villemaur-Pâlis,Employé,3.45
Aix-Villemaur-Pâlis,Ouvrier,5.31
Arcis-sur-Aube,Cadre,4.26
Arcis-sur-Aube,Profession,6.72
Arcis-sur-Aube,Employé,7.07
Arcis-sur-Aube,Ouvrier,10.0
Bar-sur-Aube,Cadre,16.24
Bar-sur-Aube,Profession,5.3
Bar-sur-Aube,Employé,7.69
Bar-sur-Aube,Ouvrier,11.83
Bar-sur-Seine,Cadre,2.41
Bar-sur-Seine,Profession,7.81
Bar-sur-Seine,Employé,11.32
Bar-sur-Seine,Ouvrier,9.38
Bréviandes,Cadre,5.38
Bréviandes,Profession,10.3
Bréviandes,Employé,6.42
Bréviandes,Ouvrier,7.92
Brienne-le-Château,Cadre,1.46
Brienne-le-Château,Profession,18.7
Brienne-le-Château,Employé,6.19
Brienne-le-Château,Ouvrier,9.55
La Chapelle-Saint-Luc,Cadre,11.48
La Chapelle-Saint-Luc,Profession,3.42
La Chapelle-Saint-Luc,Employé,.51
La Chapelle-Saint-Luc,Ouvrier,6.12
Lusigny-sur-Barse,Cadre,12.89
Lusigny-sur-Barse,Profession,15.65
Lusigny-sur-Barse,Employé,2.91
Lusigny-sur-Barse,Ouvrier,6.86
Les Noës-près-Troyes,Cadre,7.84
Les Noës-près-Troyes,Profession,3.76
Les Noës-près-Troyes,Employé,1.01
Les Noës-près-Troyes,Ouvrier,9.28
Nogent-sur-Seine,Cadre,11.32
Nogent-sur-Seine,Profession,12.62
Nogent-sur-Seine,Employé,4.19
Nogent-sur-Seine,Ouvrier,11.65
Pont-Sainte-Marie,Cadre,21.53
Pont-Sainte-Marie,Profession,12.89
Pont-Sainte-Marie,Employé,3.52
Pont-Sainte-Marie,Ouvrier,7.07
La Rivière-de-Corps,Cadre,21.56
La Rivière-de-Corps,Profession,13.13
La Rivière-de-Corps,Employé,4.55
La Rivière-de-Corps,Ouvrier,5.88
Romilly-sur-Seine,Cadre,8.11
Romilly-sur-Seine,Profession,6.62
Romilly-sur-Seine,Employé,4.0
Romilly-sur-Seine,Ouvrier,12.87
Rosières-près-Troyes,Cadre,13.84
Rosières-près-Troyes,Profession,18.54
Rosières-près-Troyes,Employé,4.27
Rosières-près-Troyes,Ouvrier,10.24
Saint-André-les-Vergers,Cadre,11.83
Saint-André-les-Vergers,Profession,4.03
Saint-André-les-Vergers,Employé,.96
Saint-André-les-Vergers,Ouvrier,7.46
Saint-Germain,Cadre,7.35
Saint-Germain,Profession,.35
Saint-Germain,Employé,7.48
Saint-Germain,Ouvrier,10.78
Saint-Julien-les-Villas,Cadre,12.28
Saint-Julien-les-Villas,Profession,5.15
Saint-Julien-les-Villas,Employé,3.35
Saint-Julien-les-Villas,Ouvrier,8.63
Saint-Lyé,Cadre,19.64
Saint-Lyé,Profession,9.29
Saint-Lyé,Employé,7.62
Saint-Lyé,Ouvrier,5.66
Saint-Parres-aux-Tertres,Cadre,2.42
Saint-Parres-aux-Tertres,Profession,11.33
Saint-Parres-aux-Tertres,Employé,5.16
Saint-Parres-aux-Tertres,Ouvrier,7.61
Sainte-Savine,Cadre,17.78
Sainte-Savine,Profession,3.6
Sainte-Savine,Employé,1.96
Sainte-Savine,Ouvrier,7.0
Troyes,Cadre,11.11
Troyes,Profession,6.02
Troyes,Employé,1.52
Troyes,Ouvrier,7.85
Vendeuvre-sur-Barse,Cadre,15.11
Vendeuvre-sur-Barse,Profession,4.76
Vendeuvre-sur-Barse,Employé,8.82
Vendeuvre-sur-Barse,Ouvrier,8.72
Villenauxe-la-Grande,Cadre,16.88
Villenauxe-la-Grande,Profession,12.89
Villenauxe-la-Grande,Employé,4.76
Villenauxe-la-Grande,Ouvrier,8.37
Argeliers,Cadre,11.3
Argeliers,Profession,9.61
Argeliers,Employé,2.88
Argeliers,Ouvrier,3.26
Bram,Cadre,4.04
Bram,Profession,5.8
Bram,Employé,5.42
Bram,Ouvrier,2.51
Carcassonne,Cadre,7.54
Carcassonne,Profession,5.26
Carcassonne,Employé,3.52
Carcassonne,Ouvrier,8.79
Castelnaudary,Cadre,9.66
Castelnaudary,Profession,6.96
Castelnaudary,Employé,.52
Castelnaudary,Ouvrier,8.72
Conques-sur-Orbiel,Cadre,3.24
Conques-sur-Orbiel,Profession,12.18
Conques-sur-Orbiel,Employé,4.81
Conques-sur-Orbiel,Ouvrier,8.72
Coursan,Cadre,9.52
Coursan,Profession,9.49
Coursan,Employé,3.38
Coursan,Ouvrier,1.44
Cuxac-d'Aude,Cadre,8.95
Cuxac-d'Aude,Profession,4.56
Cuxac-d'Aude,Employé,3.03
Cuxac-d'Aude,Ouvrier,19.55
Fleury,Cadre,7.79
Fleury,Profession,7.32
Fleury,Employé,4.12
Fleury,Ouvrier,7.92
Gruissan,Cadre,10.26
Gruissan,Profession,4.26
Gruissan,Employé,5.47
Gruissan,Ouvrier,7.61
Leucate,Cadre,4.19
Leucate,Profession,2.58
Leucate,Employé,1.01
Leucate,Ouvrier,2.86
Lézignan-Corbières,Cadre,9.38
Lézignan-Corbières,Profession,6.46
Lézignan-Corbières,Employé,4.0
Lézignan-Corbières,Ouvrier,7.85
Limoux,Cadre,7.62
Limoux,Profession,2.68
Limoux,Employé,3.09
Limoux,Ouvrier,6.29
Narbonne,Cadre,9.8
Narbonne,Profession,6.18
Narbonne,Employé,2.51
Narbonne,Ouvrier,6.19
Port-la-Nouvelle,Cadre,16.35
Port-la-Nouvelle,Profession,13.79
Port-la-Nouvelle,Employé,3.09
Port-la-Nouvelle,Ouvrier,10.0
Ouveillan,Cadre,6.08
Ouveillan,Profession,3.52
Ouveillan,Employé,2.44
Ouveillan,Ouvrier,3.81
Palaja,Cadre,10.54
Palaja,Profession,8.96
Palaja,Employé,3.38
Palaja,Ouvrier,7.46
Pennautier,Cadre,13.27
Pennautier,Profession,3.68
Pennautier,Employé,7.25
Pennautier,Ouvrier,7.95
Quillan,Cadre,9.31
Quillan,Profession,2.02
Quillan,Employé,.52
Quillan,Ouvrier,8.16
Saint-Nazaire-d'Aude,Cadre,12.64
Saint-Nazaire-d'Aude,Profession,13.19
Saint-Nazaire-d'Aude,Employé,6.4
Saint-Nazaire-d'Aude,Ouvrier,2.78
Sallèles-d'Aude,Cadre,26.4
Sallèles-d'Aude,Profession,7.75
Sallèles-d'Aude,Employé,3.35
Sallèles-d'Aude,Ouvrier,8.37
Salles-d'Aude,Cadre,17.1
Salles-d'Aude,Profession,8.96
Salles-d'Aude,Employé,10.7
Salles-d'Aude,Ouvrier,8.46
Sigean,Cadre,8.66
Sigean,Profession,8.65
Sigean,Employé,3.03
Sigean,Ouvrier,11.79
Trèbes,Cadre,4.26
Trèbes,Profession,9.73
Trèbes,Employé,3.0
Trèbes,Ouvrier,8.42
Villemoustaussou,Cadre,13.0
Villemoustaussou,Profession,11.41
Villemoustaussou,Employé,4.85
Villemoustaussou,Ouvrier,6.06
Vinassan,Cadre,12.25
Vinassan,Profession,6.44
Vinassan,Employé,3.88
Vinassan,Ouvrier,10.78
Aubin,Cadre,17.16
Aubin,Profession,2.96
Aubin,Employé,7.46
Aubin,Ouvrier,6.1
Bozouls,Cadre,6.39
Bozouls,Profession,2.96
Bozouls,Employé,.49
Bozouls,Ouvrier,6.73
Capdenac-Gare,Cadre,5.85
Capdenac-Gare,Profession,6.11
Capdenac-Gare,Employé,6.06
Capdenac-Gare,Ouvrier,13.71
Baraqueville,Cadre,8.8
Baraqueville,Profession,10.45
Baraqueville,Employé,6.28
Baraqueville,Ouvrier,5.02
Decazeville,Cadre,6.28
Decazeville,Profession,3.88
Decazeville,Employé,1.02
Decazeville,Ouvrier,7.92
Druelle Balsac,Cadre,12.59
Druelle Balsac,Profession,8.72
Druelle Balsac,Employé,4.67
Druelle Balsac,Ouvrier,3.42
Espalion,Cadre,13.86
Espalion,Profession,5.22
Espalion,Employé,5.0
Espalion,Ouvrier,4.39
Firmi,Cadre,9.33
Firmi,Profession,8.89
Firmi,Employé,4.0
Firmi,Ouvrier,6.98
Flavin,Cadre,10.89
Flavin,Profession,6.76
Flavin,Employé,4.67
Flavin,Ouvrier,9.35
Laissac-Sévérac l'Église,Cadre,7.25
Laissac-Sévérac l'Église,Profession,11.11
Laissac-Sévérac l'Église,Employé,4.48
Laissac-Sévérac l'Église,Ouvrier,2.8
Luc-la-Primaube,Cadre,14.43
Luc-la-Primaube,Profession,7.75
Luc-la-Primaube,Employé,4.11
Luc-la-Primaube,Ouvrier,12.56
Millau,Cadre,11.76
Millau,Profession,7.3
Millau,Employé,3.52
Millau,Ouvrier,8.25
Le Monastère,Cadre,14.49
Le Monastère,Profession,6.86
Le Monastère,Employé,3.92
Le Monastère,Ouvrier,5.5
Olemps,Cadre,8.12
Olemps,Profession,5.04
Olemps,Employé,6.36
Olemps,Ouvrier,5.36
Onet-le-Château,Cadre,13.75
Onet-le-Château,Profession,6.52
Onet-le-Château,Employé,3.41
Onet-le-Château,Ouvrier,4.11
Réquista,Cadre,23.45
Réquista,Profession,10.07
Réquista,Employé,3.59
Réquista,Ouvrier,6.91
Rodez,Cadre,14.81
Rodez,Profession,3.76
Rodez,Employé,2.94
Rodez,Ouvrier,3.92
Saint-Affrique,Cadre,9.64
Saint-Affrique,Profession,7.81
Saint-Affrique,Employé,1.98
Saint-Affrique,Ouvrier,2.78
Saint Geniez d'Olt et d'Aubrac,Cadre,1.03
Saint Geniez d'Olt et d'Aubrac,Profession,6.06
Saint Geniez d'Olt et d'Aubrac,Employé,2.7
Saint Geniez d'Olt et d'Aubrac,Ouvrier,5.64
Salles-la-Source,Cadre,12.8
Salles-la-Source,Profession,8.49
Salles-la-Source,Employé,9.17
Salles-la-Source,Ouvrier,2.22
Sébazac-Concourès,Cadre,2.56
Sébazac-Concourès,Profession,6.67
Sébazac-Concourès,Employé,4.31
Sébazac-Concourès,Ouvrier,23.86
Sévérac d'Aveyron,Cadre,7.28
Sévérac d'Aveyron,Profession,6.87
Sévérac d'Aveyron,Employé,4.52
Sévérac d'Aveyron,Ouvrier,2.75
Villefranche-de-Rouergue,Cadre,4.33
Villefranche-de-Rouergue,Profession,5.02
Villefranche-de-Rouergue,Employé,4.08
Villefranche-de-Rouergue,Ouvrier,7.39
Aix-en-Provence,Cadre,14.92
Aix-en-Provence,Profession,6.21
Aix-en-Provence,Employé,2.8
Aix-en-Provence,Ouvrier,9.64
Allauch,Cadre,12.0
Allauch,Profession,8.79
Allauch,Employé,3.57
Allauch,Ouvrier,15.74
Alleins,Cadre,7.46
Alleins,Profession,10.61
Alleins,Employé,.45
Alleins,Ouvrier,15.07
Arles,Cadre,11.22
Arles,Profession,7.91
Arles,Employé,2.49
Arles,Ouvrier,10.89
Aubagne,Cadre,10.33
Aubagne,Profession,6.57
Aubagne,Employé,3.35
Aubagne,Ouvrier,9.55
Auriol,Cadre,8.47
Auriol,Profession,7.69
Auriol,Employé,7.69
Auriol,Ouvrier,7.98
Barbentane,Cadre,9.85
Barbentane,Profession,6.76
Barbentane,Employé,4.07
Barbentane,Ouvrier,7.62
Berre-l'Étang,Cadre,12.77
Berre-l'Étang,Profession,12.06
Berre-l'Étang,Employé,7.11
Berre-l'Étang,Ouvrier,8.65
Bouc-Bel-Air,Cadre,12.59
Bouc-Bel-Air,Profession,8.68
Bouc-Bel-Air,Employé,3.93
Bouc-Bel-Air,Ouvrier,10.89
La Bouilladisse,Cadre,9.57
La Bouilladisse,Profession,6.15
La Bouilladisse,Employé,5.78
La Bouilladisse,Ouvrier,7.69
Cabannes,Cadre,10.26
Cabannes,Profession,9.22
Cabannes,Employé,3.38
Cabannes,Ouvrier,8.54
Cabriès,Cadre,17.05
Cabriès,Profession,10.83
Cabriès,Employé,2.24
Cabriès,Ouvrier,8.65
Cadolive,Cadre,7.53
Cadolive,Profession,11.41
Cadolive,Employé,.96
Cadolive,Ouvrier,4.04
Carry-le-Rouet,Cadre,14.33
Carry-le-Rouet,Profession,8.04
Carry-le-Rouet,Employé,2.88
Carry-le-Rouet,Ouvrier,8.6
Cassis,Cadre,10.96
Cassis,Profession,10.37
Cassis,Employé,4.59
Cassis,Ouvrier,12.04
Ceyreste,Cadre,11.66
Ceyreste,Profession,14.2
Ceyreste,Employé,9.33
Ceyreste,Ouvrier,9.86
Charleval,Cadre,7.91
Charleval,Profession,6.29
Charleval,Employé,4.52
Charleval,Ouvrier,10.9
Châteauneuf-le-Rouge,Cadre,6.53
Châteauneuf-le-Rouge,Profession,11.11
Châteauneuf-le-Rouge,Employé,1.8
Châteauneuf-le-Rouge,Ouvrier,7.83
Châteauneuf-les-Martigues,Cadre,9.54
Châteauneuf-les-Martigues,Profession,11.63
Châteauneuf-les-Martigues,Employé,5.12
Châteauneuf-les-Martigues,Ouvrier,11.31
Châteaurenard,Cadre,11.98
Châteaurenard,Profession,6.47
Châteaurenard,Employé,6.28
Châteaurenard,Ouvrier,7.54
La Ciotat,Cadre,10.65
La Ciotat,Profession,4.44
La Ciotat,Employé,4.23
La Ciotat,Ouvrier,8.82
Cuges-les-Pins,Cadre,11.74
Cuges-les-Pins,Profession,8.0
Cuges-les-Pins,Employé,4.98
Cuges-les-Pins,Ouvrier,5.99
La Destrousse,Cadre,6.64
La Destrousse,Profession,8.33
La Destrousse,Employé,5.71
La Destrousse,Ouvrier,10.9
Éguilles,Cadre,20.2
Éguilles,Profession,10.34
Éguilles,Employé,1.82
Éguilles,Ouvrier,9.27
Ensuès-la-Redonne,Cadre,12.81
Ensuès-la-Redonne,Profession,11.46
Ensuès-la-Redonne,Employé,5.68
Ensuès-la-Redonne,Ouvrier,11.89
Eyguières,Cadre,15.83
Eyguières,Profession,10.26
Eyguières,Employé,5.26
Eyguières,Ouvrier,8.33
Eyragues,Cadre,10.45
Eyragues,Profession,4.59
Eyragues,Employé,2.97
Eyragues,Ouvrier,6.86
La Fare-les-Oliviers,Cadre,12.58
La Fare-les-Oliviers,Profession,13.56
La Fare-les-Oliviers,Employé,7.42
La Fare-les-Oliviers,Ouvrier,9.01
Fontvieille,Cadre,14.29
Fontvieille,Profession,9.22
Fontvieille,Employé,1.48
Fontvieille,Ouvrier,10.45
Fos-sur-Mer,Cadre,9.51
Fos-sur-Mer,Profession,15.92
Fos-sur-Mer,Employé,8.84
Fos-sur-Mer,Ouvrier,18.42
Fuveau,Cadre,14.05
Fuveau,Profession,9.7
Fuveau,Employé,9.4
Fuveau,Ouvrier,4.11
Gardanne,Cadre,11.38
Gardanne,Profession,6.94
Gardanne,Employé,4.76
Gardanne,Ouvrier,7.48
Gémenos,Cadre,16.05
Gémenos,Profession,3.97
Gémenos,Employé,2.3
Gémenos,Ouvrier,7.39
Gignac-la-Nerthe,Cadre,7.8
Gignac-la-Nerthe,Profession,9.09
Gignac-la-Nerthe,Employé,3.23
Gignac-la-Nerthe,Ouvrier,12.26
Grans,Cadre,14.62
Grans,Profession,9.15
Grans,Employé,7.96
Grans,Ouvrier,12.44
Graveson,Cadre,5.64
Graveson,Profession,7.09
Graveson,Employé,5.77
Graveson,Ouvrier,10.34
Gréasque,Cadre,14.79
Gréasque,Profession,5.15
Gréasque,Employé,7.14
Gréasque,Ouvrier,1.74
Istres,Cadre,8.97
Istres,Profession,13.16
Istres,Employé,3.38
Istres,Ouvrier,16.89
Jouques,Cadre,11.98
Jouques,Profession,13.31
Jouques,Employé,3.32
Jouques,Ouvrier,7.55
Lamanon,Cadre,17.93
Lamanon,Profession,15.96
Lamanon,Employé,9.68
Lamanon,Ouvrier,10.91
Lambesc,Cadre,15.64
